,champion,patch,games,dmgtaken/min,dmgdealt/min,Class,color,season,patchnum,internal
1076,Sivir,8.08,86330,986.7883298,645.1935771,Marksman,#0D1F22,8,8,8
1077,Skarner,8.08,32041,2304.642624,335.5122885,Fighter,#664A40,8,8,8
1078,Sona,8.08,115565,1201.653151,399.5059834,Support,#FFB733,8,8,8
1079,Soraka,8.08,127205,1341.997845,244.7802113,Support,#FFB733,8,8,8
1080,Swain,8.08,106375,1754.040733,748.7917314,Mage,#25BAA4,8,8,8
1081,Syndra,8.08,32672,869.546139,681.0233086,Mage,#25BAA4,8,8,8
1082,Tahm Kench,8.08,60725,2194.781715,385.3048278,Support,#FFB733,8,8,8
1083,Taliyah,8.08,28031,950.1118665,728.4492426,Mage,#25BAA4,8,8,8
1084,Talon,8.08,57051,1331.364905,688.921508,Assassin,#ED2941,8,8,8
1085,Taric,8.08,67017,1847.062489,203.4241384,Support,#FFB733,8,8,8
1086,Teemo,8.08,117419,1067.175393,796.969428,Specialist,#EB8596,8,8,8
1087,Thresh,8.08,209389,1355.693417,266.8021923,Support,#FFB733,8,8,8
1088,Tristana,8.08,171142,1040.411249,604.2285662,Marksman,#0D1F22,8,8,8
1089,Trundle,8.08,109123,2558.360706,449.6505726,Fighter,#664A40,8,8,8
1090,Tryndamere,8.08,149540,3095.40675,582.6290409,Assassin,#ED2941,8,8,8
1091,Twisted Fate,8.08,64192,1083.202157,608.8397835,Mage,#25BAA4,8,8,8
1092,Twitch,8.08,118964,1050.595083,669.1980603,Marksman,#0D1F22,8,8,8
1093,Udyr,8.08,102185,2174.775932,449.5497308,Fighter,#664A40,8,8,8
1094,Urgot,8.08,51380,1930.281594,632.1307255,Fighter,#664A40,8,8,8
1095,Varus,8.08,157623,1007.250954,594.994864,Marksman,#0D1F22,8,8,8
1096,Vayne,8.08,171801,1069.631041,622.6402921,Marksman,#0D1F22,8,8,8
1097,Veigar,8.08,125507,876.598172,691.3203231,Mage,#25BAA4,8,8,8
1098,Vel'Koz,8.08,56671,791.5918102,773.9700931,Mage,#25BAA4,8,8,8
1099,Vi,8.08,106781,1885.596213,504.7202071,Fighter,#664A40,8,8,8
1100,Viktor,8.08,38869,1108.942393,747.3999775,Mage,#25BAA4,8,8,8
1101,Vladimir,8.08,88012,2089.438918,720.7420621,Mage,#25BAA4,8,8,8
1102,Volibear,8.08,65886,2287.856827,486.7749907,Fighter,#664A40,8,8,8
1103,Warwick,8.08,188518,2643.905283,467.7654103,Fighter,#664A40,8,8,8
1104,Wukong,8.08,87710,1550.411008,621.4281117,Fighter,#664A40,8,8,8
1105,Xayah,8.08,140979,992.6000118,644.3943947,Marksman,#0D1F22,8,8,8
1106,Xerath,8.08,57990,737.2429547,805.7666586,Mage,#25BAA4,8,8,8
1107,Xin Zhao,8.08,117222,2139.089378,541.5613001,Fighter,#664A40,8,8,8
1108,Yasuo,8.08,242593,1517.859045,666.4011083,Assassin,#ED2941,8,8,8
1109,Yorick,8.08,55159,1948.594268,653.3841978,Fighter,#664A40,8,8,8
1110,Zac,8.08,62847,3085.336538,401.9598168,Tank,#393663,8,8,8
1111,Zed,8.08,155854,1249.172166,725.9261956,Assassin,#ED2941,8,8,8
1112,Ziggs,8.08,37569,775.8732347,801.4810828,Mage,#25BAA4,8,8,8
1113,Zilean,8.08,47054,1010.663094,483.1341513,Specialist,#EB8596,8,8,8
1114,Zoe,8.08,56148,897.1582534,732.6647269,Mage,#25BAA4,8,8,8
1115,Zyra,8.08,86839,752.0624737,673.9393737,Support,#FFB733,8,8,8
1116,Aatrox,8.09,39785,2180.615246,631.2635499,Fighter,#664A40,8,9,9
1117,Ahri,8.09,134465,1022.197135,711.553345,Mage,#25BAA4,8,9,9
1118,Akali,8.09,57551,1817.722266,635.3677289,Assassin,#ED2941,8,9,9
1119,Alistar,8.09,108610,2197.601429,274.350395,Tank,#393663,8,9,9
1120,Amumu,8.09,53068,2217.320497,472.175869,Tank,#393663,8,9,9
1121,Anivia,8.09,57685,1586.464949,618.6051757,Mage,#25BAA4,8,9,9
1122,Annie,8.09,66152,889.2774156,671.2472219,Mage,#25BAA4,8,9,9
1123,Ashe,8.09,105223,937.3464779,602.4040162,Marksman,#0D1F22,8,9,9
1124,Aurelion Sol,8.09,28533,1257.586047,669.7962811,Mage,#25BAA4,8,9,9
1125,Azir,8.09,25148,991.2021247,657.5210842,Specialist,#EB8596,8,9,9
1126,Bard,8.09,66445,1149.940491,448.5362675,Support,#FFB733,8,9,9
1127,Blitzcrank,8.09,114169,1612.317583,318.1224714,Support,#FFB733,8,9,9
1128,Brand,8.09,156278,882.9113227,761.2784015,Mage,#25BAA4,8,9,9
1129,Braum,8.09,84342,1626.274033,234.1301508,Tank,#393663,8,9,9
1130,Caitlyn,8.09,255863,967.031962,649.1185592,Marksman,#0D1F22,8,9,9
1131,Camille,8.09,79854,1749.454131,583.1521172,Fighter,#664A40,8,9,9
1132,Cassiopeia,8.09,35734,1253.750671,648.9169133,Mage,#25BAA4,8,9,9
1133,Cho'Gath,8.09,75159,2443.442254,550.9851661,Specialist,#EB8596,8,9,9
1134,Corki,8.09,19990,1144.751558,737.092898,Marksman,#0D1F22,8,9,9
1135,Darius,8.09,138126,2075.068179,582.1893758,Fighter,#664A40,8,9,9
1136,Diana,8.09,67407,1527.80064,681.7597036,Fighter,#664A40,8,9,9
1137,Dr. Mundo,8.09,170633,3034.703142,661.0528534,Fighter,#664A40,8,9,9
1138,Draven,8.09,108885,1176.795302,702.3943528,Marksman,#0D1F22,8,9,9
1139,Ekko,8.09,116404,1692.405394,647.763039,Assassin,#ED2941,8,9,9
1140,Elise,8.09,19003,1431.620265,520.2620189,Fighter,#664A40,8,9,9
1141,Evelynn,8.09,65343,1505.842505,603.1011137,Assassin,#ED2941,8,9,9
1142,Ezreal,8.09,309633,952.1429056,756.2759988,Marksman,#0D1F22,8,9,9
1143,Fiddlesticks,8.09,53261,1314.973565,581.3551159,Specialist,#EB8596,8,9,9
1144,Fiora,8.09,67158,2002.244865,612.5347439,Assassin,#ED2941,8,9,9
1145,Fizz,8.09,119277,1167.058499,659.3557223,Assassin,#ED2941,8,9,9
1146,Galio,8.09,41351,1894.622604,527.6869278,Tank,#393663,8,9,9
1147,Gangplank,8.09,61104,1452.824987,671.9122831,Specialist,#EB8596,8,9,9
1148,Garen,8.09,153159,2372.835416,612.236558,Fighter,#664A40,8,9,9
1149,Gnar,8.09,46015,1658.959822,605.422124,Specialist,#EB8596,8,9,9
1150,Gragas,8.09,29306,1985.62621,515.6397283,Tank,#393663,8,9,9
1151,Graves,8.09,219010,1692.967904,626.2887547,Specialist,#EB8596,8,9,9
1152,Hecarim,8.09,29325,2324.641271,501.517795,Fighter,#664A40,8,9,9
1153,Heimerdinger,8.09,39476,941.8472937,789.3947021,Specialist,#EB8596,8,9,9
1154,Illaoi,8.09,59894,2161.625549,753.3155783,Fighter,#664A40,8,9,9
1155,Irelia,8.09,125017,1846.503533,618.729993,Fighter,#664A40,8,9,9
1156,Ivern,8.09,17067,1253.11911,289.4138286,Support,#FFB733,8,9,9
1157,Janna,8.09,158121,974.4893412,263.5187248,Support,#FFB733,8,9,9
1158,Jarvan IV,8.09,60220,1964.002932,474.2174295,Fighter,#664A40,8,9,9
1159,Jax,8.09,199042,1789.248193,529.6720045,Assassin,#ED2941,8,9,9
1160,Jayce,8.09,29598,1263.766438,699.3691835,Mage,#25BAA4,8,9,9
1161,Jhin,8.09,260712,951.3582519,667.2581947,Marksman,#0D1F22,8,9,9
1162,Jinx,8.09,225995,1001.244046,639.2661715,Marksman,#0D1F22,8,9,9
1163,Kai'Sa,8.09,232466,1217.980438,644.1958177,Marksman,#0D1F22,8,9,9
1164,Kalista,8.09,14196,1144.911324,579.8262712,Marksman,#0D1F22,8,9,9
1165,Karma,8.09,105761,970.0991861,453.1234105,Support,#FFB733,8,9,9
1166,Karthus,8.09,34398,1146.459118,956.5285503,Mage,#25BAA4,8,9,9
1167,Kassadin,8.09,42149,1505.445313,627.4380507,Assassin,#ED2941,8,9,9
1168,Katarina,8.09,76726,1386.625294,716.6563941,Assassin,#ED2941,8,9,9
1169,Kayle,8.09,38878,1402.444493,569.146589,Specialist,#EB8596,8,9,9
1170,Kayn,8.09,154354,2192.293668,567.7827085,Assassin,#ED2941,8,9,9
1171,Kennen,8.09,37941,1141.990615,631.3650735,Specialist,#EB8596,8,9,9
1172,Kha'Zix,8.09,115439,1869.541919,565.2272012,Assassin,#ED2941,8,9,9
1173,Kindred,8.09,32090,1588.581879,619.5649774,Marksman,#0D1F22,8,9,9
1174,Kled,8.09,38431,2216.683695,628.0710715,Fighter,#664A40,8,9,9
1175,Kog'Maw,8.09,34744,1036.227806,737.751148,Marksman,#0D1F22,8,9,9
1176,LeBlanc,8.09,127272,1025.29659,675.2663946,Mage,#25BAA4,8,9,9
1177,Lee Sin,8.09,126303,1993.056299,481.7429741,Fighter,#664A40,8,9,9
1178,Leona,8.09,118253,1744.865912,249.7382866,Tank,#393663,8,9,9
1179,Lissandra,8.09,28600,1108.387683,649.0938161,Mage,#25BAA4,8,9,9
1180,Lucian,8.09,119106,1049.195551,663.1634406,Marksman,#0D1F22,8,9,9
1181,Lulu,8.09,127669,816.8364587,243.2205595,Support,#FFB733,8,9,9
1182,Lux,8.09,249348,774.7953747,664.2168635,Mage,#25BAA4,8,9,9
1183,Malphite,8.09,108223,1910.940047,552.5529287,Tank,#393663,8,9,9
1184,Malzahar,8.09,63952,901.0117959,649.928354,Mage,#25BAA4,8,9,9
1185,Maokai,8.09,43002,2574.626825,494.5755812,Tank,#393663,8,9,9
1186,Master Yi,8.09,186279,1808.923059,605.7318347,Assassin,#ED2941,8,9,9
1187,Miss Fortune,8.09,200492,950.8234701,706.6344859,Marksman,#0D1F22,8,9,9
1188,Mordekaiser,8.09,19421,2001.567366,661.872004,Fighter,#664A40,8,9,9
1189,Morgana,8.09,245010,1068.1436,474.8713555,Support,#FFB733,8,9,9
1190,Nami,8.09,184911,1121.306262,310.8266561,Support,#FFB733,8,9,9
1191,Nasus,8.09,101337,2263.57817,576.6864608,Fighter,#664A40,8,9,9
1192,Nautilus,8.09,62220,1973.580672,358.5666135,Tank,#393663,8,9,9
1193,Nidalee,8.09,28167,1737.140955,550.3627522,Specialist,#EB8596,8,9,9
1194,Nocturne,8.09,62539,1875.518738,553.9728596,Assassin,#ED2941,8,9,9
1195,Nunu,8.09,40698,2438.687888,390.9963464,Tank,#393663,8,9,9
1196,Olaf,8.09,43363,2272.588786,546.4035504,Fighter,#664A40,8,9,9
1197,Orianna,8.09,60878,939.8712285,631.1671476,Mage,#25BAA4,8,9,9
1198,Ornn,8.09,47918,2178.472017,536.1167682,Tank,#393663,8,9,9
1199,Pantheon,8.09,53755,1363.214569,617.1263391,Fighter,#664A40,8,9,9
1200,Poppy,8.09,35412,2112.164344,496.1654937,Tank,#393663,8,9,9
1201,Quinn,8.09,46685,1181.969364,706.8961446,Specialist,#EB8596,8,9,9
1202,Rakan,8.09,133923,1405.414894,300.1121029,Support,#FFB733,8,9,9
1203,Rammus,8.09,46189,2654.162481,460.2752435,Tank,#393663,8,9,9
1204,Rek'Sai,8.09,15395,2110.118429,475.154196,Fighter,#664A40,8,9,9
1205,Renekton,8.09,69372,2101.547835,587.0243842,Fighter,#664A40,8,9,9
1206,Rengar,8.09,87280,1847.112825,585.954224,Fighter,#664A40,8,9,9
1207,Riven,8.09,91927,1731.077266,540.3915931,Assassin,#ED2941,8,9,9
1208,Rumble,8.09,20574,1487.850504,697.374392,Mage,#25BAA4,8,9,9
1209,Ryze,8.09,46048,1300.172784,629.5410553,Mage,#25BAA4,8,9,9
1210,Sejuani,8.09,39690,2304.40681,374.1369327,Tank,#393663,8,9,9
1211,Shaco,8.09,82228,1441.131416,513.3705518,Assassin,#ED2941,8,9,9
1212,Shen,8.09,73322,2051.06683,393.0183155,Tank,#393663,8,9,9
1213,Shyvana,8.09,60953,2205.279302,551.1501684,Fighter,#664A40,8,9,9
1214,Singed,8.09,80649,2016.063979,637.7265517,Specialist,#EB8596,8,9,9
1215,Sion,8.09,96783,2730.779251,518.4583904,Tank,#393663,8,9,9
1216,Sivir,8.09,78247,989.7184922,633.6214426,Marksman,#0D1F22,8,9,9
1217,Skarner,8.09,22570,2321.268869,336.261515,Fighter,#664A40,8,9,9
1218,Sona,8.09,122650,1199.60135,403.6092122,Support,#FFB733,8,9,9
1219,Soraka,8.09,139611,1342.685173,254.1875732,Support,#FFB733,8,9,9
1220,Swain,8.09,93224,1736.027753,741.3013625,Mage,#25BAA4,8,9,9
1221,Syndra,8.09,36355,872.0601975,707.9368402,Mage,#25BAA4,8,9,9
1222,Tahm Kench,8.09,53455,2204.026311,385.891107,Support,#FFB733,8,9,9
1223,Taliyah,8.09,20640,959.5120192,730.2788194,Mage,#25BAA4,8,9,9
1224,Talon,8.09,76427,1332.228866,707.4567742,Assassin,#ED2941,8,9,9
1225,Taric,8.09,57901,1856.451608,203.0966136,Support,#FFB733,8,9,9
1226,Teemo,8.09,149954,1069.078447,793.8635164,Specialist,#EB8596,8,9,9
1227,Thresh,8.09,185310,1355.575228,264.1081386,Support,#FFB733,8,9,9
1228,Tristana,8.09,145797,1041.537466,595.1794765,Marksman,#0D1F22,8,9,9
1229,Trundle,8.09,101488,2578.407078,447.9080151,Fighter,#664A40,8,9,9
1230,Tryndamere,8.09,131448,3008.936729,581.0386226,Assassin,#ED2941,8,9,9
1231,Twisted Fate,8.09,68142,1086.136338,608.3787871,Mage,#25BAA4,8,9,9
1232,Twitch,8.09,121598,1044.979185,664.2634113,Marksman,#0D1F22,8,9,9
1233,Udyr,8.09,96100,2174.438124,445.0039436,Fighter,#664A40,8,9,9
1234,Urgot,8.09,46943,1930.283412,626.7000557,Fighter,#664A40,8,9,9
1235,Varus,8.09,121300,1009.039731,589.6654324,Marksman,#0D1F22,8,9,9
1236,Vayne,8.09,161392,1071.849053,619.4795971,Marksman,#0D1F22,8,9,9
1237,Veigar,8.09,116596,876.302604,680.8110353,Mage,#25BAA4,8,9,9
1238,Vel'Koz,8.09,56779,796.7296157,779.8134216,Mage,#25BAA4,8,9,9
1239,Vi,8.09,81108,1894.541818,501.3805947,Fighter,#664A40,8,9,9
1240,Viktor,8.09,33181,1099.607158,737.3352772,Mage,#25BAA4,8,9,9
1241,Vladimir,8.09,109383,2096.640153,716.8473588,Mage,#25BAA4,8,9,9
1242,Volibear,8.09,56636,2284.850034,480.5353267,Fighter,#664A40,8,9,9
1243,Warwick,8.09,150594,2632.445171,446.2032192,Fighter,#664A40,8,9,9
1244,Wukong,8.09,76828,1546.727911,623.3569984,Fighter,#664A40,8,9,9
1245,Xayah,8.09,131636,993.2399947,641.189239,Marksman,#0D1F22,8,9,9
1246,Xerath,8.09,62072,742.0213505,810.3969057,Mage,#25BAA4,8,9,9
1247,Xin Zhao,8.09,126965,2154.318517,538.1709016,Fighter,#664A40,8,9,9
1248,Yasuo,8.09,236130,1509.247684,660.9567377,Assassin,#ED2941,8,9,9
1249,Yorick,8.09,46611,1925.007552,640.8074102,Fighter,#664A40,8,9,9
1250,Zac,8.09,51865,3095.310187,401.0590051,Tank,#393663,8,9,9
1251,Zed,8.09,151073,1247.1911,722.1026946,Assassin,#ED2941,8,9,9
1252,Ziggs,8.09,41461,782.607203,822.7528114,Mage,#25BAA4,8,9,9
1253,Zilean,8.09,44514,1013.186233,475.0581212,Specialist,#EB8596,8,9,9
1254,Zoe,8.09,70600,908.4548373,745.9128485,Mage,#25BAA4,8,9,9
1255,Zyra,8.09,86351,756.3286407,671.6851143,Support,#FFB733,8,9,9
1256,Aatrox,8.1,42806,2152.068727,629.2231506,Fighter,#664A40,8,10,10
1257,Ahri,8.1,131398,1012.875949,701.0482784,Mage,#25BAA4,8,10,10
1258,Akali,8.1,61660,1788.593374,634.0662104,Assassin,#ED2941,8,10,10
1259,Alistar,8.1,102589,2148.347592,272.2032045,Tank,#393663,8,10,10
1260,Amumu,8.1,55139,2198.862213,472.2591423,Tank,#393663,8,10,10
1261,Anivia,8.1,54673,1601.355515,622.6933135,Mage,#25BAA4,8,10,10
1262,Annie,8.1,70657,881.8770435,669.5040241,Mage,#25BAA4,8,10,10
1263,Ashe,8.1,111636,933.4969809,596.3672987,Marksman,#0D1F22,8,10,10
1264,Aurelion Sol,8.1,30019,1236.353644,660.2789672,Mage,#25BAA4,8,10,10
1265,Azir,8.1,22495,983.0768041,662.1885008,Specialist,#EB8596,8,10,10
1266,Bard,8.1,75117,1134.296605,451.5549536,Support,#FFB733,8,10,10
1267,Blitzcrank,8.1,116094,1584.106403,317.0800424,Support,#FFB733,8,10,10
1268,Brand,8.1,166690,877.2643651,750.4852084,Mage,#25BAA4,8,10,10
1269,Braum,8.1,87406,1582.751761,231.9149949,Tank,#393663,8,10,10
1270,Caitlyn,8.1,242073,961.2596827,635.7372114,Marksman,#0D1F22,8,10,10
1271,Camille,8.1,97147,1754.841665,567.6161374,Fighter,#664A40,8,10,10
1272,Cassiopeia,8.1,29009,1239.418318,649.0806242,Mage,#25BAA4,8,10,10
1273,Cho'Gath,8.1,85072,2409.150222,549.2786572,Specialist,#EB8596,8,10,10
1274,Corki,8.1,19283,1137.368761,732.0388624,Marksman,#0D1F22,8,10,10
1275,Darius,8.1,152295,2029.9119,579.5949871,Fighter,#664A40,8,10,10
1276,Diana,8.1,76911,1516.431596,679.3965206,Fighter,#664A40,8,10,10
1277,Dr. Mundo,8.1,144717,2878.316255,630.3259916,Fighter,#664A40,8,10,10
1278,Draven,8.1,120853,1150.300207,694.7543788,Marksman,#0D1F22,8,10,10
1279,Ekko,8.1,125562,1666.680873,646.5979976,Assassin,#ED2941,8,10,10
1280,Elise,8.1,17350,1396.20197,506.1734701,Fighter,#664A40,8,10,10
1281,Evelynn,8.1,57134,1480.511164,588.04375,Assassin,#ED2941,8,10,10
1282,Ezreal,8.1,352226,932.3103703,748.7050227,Marksman,#0D1F22,8,10,10
1283,Fiddlesticks,8.1,66517,1227.951118,570.3808279,Specialist,#EB8596,8,10,10
1284,Fiora,8.1,71559,1976.589415,608.4476506,Assassin,#ED2941,8,10,10
1285,Fizz,8.1,123703,1155.185428,656.8609841,Assassin,#ED2941,8,10,10
1286,Galio,8.1,41925,1852.341213,519.9348759,Tank,#393663,8,10,10
1287,Gangplank,8.1,61948,1439.762382,660.1435359,Specialist,#EB8596,8,10,10
1288,Garen,8.1,167095,2334.485059,607.2748938,Fighter,#664A40,8,10,10
1289,Gnar,8.1,45999,1630.136052,604.1988377,Specialist,#EB8596,8,10,10
1290,Gragas,8.1,27722,1960.912669,505.5423569,Tank,#393663,8,10,10
1291,Graves,8.1,214822,1646.222085,607.3148836,Specialist,#EB8596,8,10,10
1292,Hecarim,8.1,33422,2315.599119,506.7680278,Fighter,#664A40,8,10,10
1293,Heimerdinger,8.1,42207,939.2915809,786.0526439,Specialist,#EB8596,8,10,10
1294,Illaoi,8.1,64056,2120.530538,748.2798411,Fighter,#664A40,8,10,10
1295,Irelia,8.1,158484,1821.38531,623.2371388,Fighter,#664A40,8,10,10
1296,Ivern,8.1,19429,1240.228893,289.9854895,Support,#FFB733,8,10,10
1297,Janna,8.1,162602,954.9737265,260.3865679,Support,#FFB733,8,10,10
1298,Jarvan IV,8.1,58246,1934.764025,471.7443732,Fighter,#664A40,8,10,10
1299,Jax,8.1,211281,1749.026477,528.8449514,Assassin,#ED2941,8,10,10
1300,Jayce,8.1,32219,1260.674012,700.7550421,Mage,#25BAA4,8,10,10
1301,Jhin,8.1,257869,952.2790434,660.038285,Marksman,#0D1F22,8,10,10
1302,Jinx,8.1,230683,996.2921524,628.2465898,Marksman,#0D1F22,8,10,10
1303,Kai'Sa,8.1,291112,1158.339281,639.5489282,Marksman,#0D1F22,8,10,10
1304,Kalista,8.1,15076,1125.587039,570.6502656,Marksman,#0D1F22,8,10,10
1305,Karma,8.1,107857,950.4491652,445.8847395,Support,#FFB733,8,10,10
1306,Karthus,8.1,31800,1138.780614,951.6391756,Mage,#25BAA4,8,10,10
1307,Kassadin,8.1,33868,1482.731744,627.006261,Assassin,#ED2941,8,10,10
1308,Katarina,8.1,76296,1378.33742,711.2285043,Assassin,#ED2941,8,10,10
1309,Kayle,8.1,40336,1393.017064,566.8232968,Specialist,#EB8596,8,10,10
1310,Kayn,8.1,149715,2164.618441,559.3734228,Assassin,#ED2941,8,10,10
1311,Kennen,8.1,31547,1121.098243,662.5052994,Specialist,#EB8596,8,10,10
1312,Kha'Zix,8.1,113035,1863.166329,556.3070514,Assassin,#ED2941,8,10,10
1313,Kindred,8.1,32835,1604.371215,581.7278695,Marksman,#0D1F22,8,10,10
1314,Kled,8.1,40594,2197.367945,630.8768783,Fighter,#664A40,8,10,10
1315,Kog'Maw,8.1,48663,1029.150269,726.9520119,Marksman,#0D1F22,8,10,10
1316,LeBlanc,8.1,112387,1015.360229,670.9675743,Mage,#25BAA4,8,10,10
1317,Lee Sin,8.1,130438,1961.364524,467.2022773,Fighter,#664A40,8,10,10
1318,Leona,8.1,122914,1702.265392,249.8512739,Tank,#393663,8,10,10
1319,Lissandra,8.1,30823,1093.454989,641.3385797,Mage,#25BAA4,8,10,10
1320,Lucian,8.1,126395,1040.774037,657.1611766,Marksman,#0D1F22,8,10,10
1321,Lulu,8.1,133068,804.2262161,244.8655878,Support,#FFB733,8,10,10
1322,Lux,8.1,262535,770.7231903,651.9629287,Mage,#25BAA4,8,10,10
1323,Malphite,8.1,106149,1872.204956,551.0030903,Tank,#393663,8,10,10
1324,Malzahar,8.1,79718,890.6328196,646.3463608,Mage,#25BAA4,8,10,10
1325,Maokai,8.1,40315,2519.513261,493.2683389,Tank,#393663,8,10,10
1326,Master Yi,8.1,188248,1799.047133,596.0536397,Assassin,#ED2941,8,10,10
1327,Miss Fortune,8.1,205703,949.2771083,696.6715469,Marksman,#0D1F22,8,10,10
1328,Mordekaiser,8.1,21087,1989.827177,665.8770244,Fighter,#664A40,8,10,10
1329,Morgana,8.1,255086,1048.523633,468.629358,Support,#FFB733,8,10,10
1330,Nami,8.1,192105,1102.697912,307.8455923,Support,#FFB733,8,10,10
1331,Nasus,8.1,105126,2239.05962,576.9481465,Fighter,#664A40,8,10,10
1332,Nautilus,8.1,64263,1925.750196,357.0220575,Tank,#393663,8,10,10
1333,Nidalee,8.1,28567,1715.707608,543.165418,Specialist,#EB8596,8,10,10
1334,Nocturne,8.1,61870,1860.54476,553.0188524,Assassin,#ED2941,8,10,10
1335,Nunu,8.1,43245,2423.534612,371.4867992,Tank,#393663,8,10,10
1336,Olaf,8.1,46836,2246.736686,546.6278269,Fighter,#664A40,8,10,10
1337,Orianna,8.1,61292,934.0025446,624.4824477,Mage,#25BAA4,8,10,10
1338,Ornn,8.1,68087,2118.034984,533.5772872,Tank,#393663,8,10,10
1339,Pantheon,8.1,67037,1366.431657,608.096494,Fighter,#664A40,8,10,10
1340,Poppy,8.1,36291,2084.451286,499.7015284,Tank,#393663,8,10,10
1341,Quinn,8.1,51112,1174.697486,708.15237,Specialist,#EB8596,8,10,10
1342,Rakan,8.1,144886,1359.096391,287.0665567,Support,#FFB733,8,10,10
1343,Rammus,8.1,44839,2620.966973,455.7576685,Tank,#393663,8,10,10
1344,Rek'Sai,8.1,14946,2079.662318,465.4657695,Fighter,#664A40,8,10,10
1345,Renekton,8.1,78210,2068.379655,590.20339,Fighter,#664A40,8,10,10
1346,Rengar,8.1,87524,1846.553605,576.1283902,Fighter,#664A40,8,10,10
1347,Riven,8.1,96529,1703.437768,538.0460657,Assassin,#ED2941,8,10,10
1348,Rumble,8.1,20382,1467.49538,693.5116006,Mage,#25BAA4,8,10,10
1349,Ryze,8.1,43245,1283.401062,630.4231297,Mage,#25BAA4,8,10,10
1350,Sejuani,8.1,33159,2262.431933,374.3340882,Tank,#393663,8,10,10
1351,Shaco,8.1,74902,1417.775622,505.6074684,Assassin,#ED2941,8,10,10
1352,Shen,8.1,102699,2013.370053,393.640133,Tank,#393663,8,10,10
1353,Shyvana,8.1,60187,2189.727685,541.5108045,Fighter,#664A40,8,10,10
1354,Singed,8.1,88754,1958.004979,637.8880371,Specialist,#EB8596,8,10,10
1355,Sion,8.1,71629,2695.001817,500.9692332,Tank,#393663,8,10,10
1356,Sivir,8.1,77521,987.2262541,622.8665967,Marksman,#0D1F22,8,10,10
1357,Skarner,8.1,28410,2287.52627,334.0251021,Fighter,#664A40,8,10,10
1358,Sona,8.1,120054,1178.329317,397.5632213,Support,#FFB733,8,10,10
1359,Soraka,8.1,163907,1308.357455,261.3418693,Support,#FFB733,8,10,10
1360,Swain,8.1,93273,1710.529252,737.2833941,Mage,#25BAA4,8,10,10
1361,Syndra,8.1,36843,863.6112492,694.4472404,Mage,#25BAA4,8,10,10
1362,Tahm Kench,8.1,58385,2160.624037,380.8282321,Support,#FFB733,8,10,10
1363,Taliyah,8.1,23835,946.4800284,715.2270993,Mage,#25BAA4,8,10,10
1364,Talon,8.1,99146,1323.188023,705.5001474,Assassin,#ED2941,8,10,10
1365,Taric,8.1,59668,1812.109321,200.6438687,Support,#FFB733,8,10,10
1366,Teemo,8.1,130967,1055.944602,788.361065,Specialist,#EB8596,8,10,10
1367,Thresh,8.1,179890,1327.112913,262.1874449,Support,#FFB733,8,10,10
1368,Tristana,8.1,133232,1041.510794,587.2601784,Marksman,#0D1F22,8,10,10
1369,Trundle,8.1,121106,2543.895513,441.988545,Fighter,#664A40,8,10,10
1370,Tryndamere,8.1,126312,3034.060253,579.2400457,Assassin,#ED2941,8,10,10
1371,Twisted Fate,8.1,86415,1073.849561,615.7664134,Mage,#25BAA4,8,10,10
1372,Twitch,8.1,120245,1031.822343,656.4129495,Marksman,#0D1F22,8,10,10
1373,Udyr,8.1,132768,2151.898653,442.6363343,Fighter,#664A40,8,10,10
1374,Urgot,8.1,50702,1885.360406,621.5001842,Fighter,#664A40,8,10,10
1375,Varus,8.1,95594,999.8191486,579.2761019,Marksman,#0D1F22,8,10,10
1376,Vayne,8.1,171976,1067.04169,610.9858011,Marksman,#0D1F22,8,10,10
1377,Veigar,8.1,121013,870.5803592,680.7968763,Mage,#25BAA4,8,10,10
1378,Vel'Koz,8.1,65127,792.5143815,771.2377906,Mage,#25BAA4,8,10,10
1379,Vi,8.1,71910,1869.187931,489.918984,Fighter,#664A40,8,10,10
1380,Viktor,8.1,30610,1084.695995,728.3352287,Mage,#25BAA4,8,10,10
1381,Vladimir,8.1,123647,2062.277806,703.0952745,Mage,#25BAA4,8,10,10
1382,Volibear,8.1,56850,2251.393742,485.7896504,Fighter,#664A40,8,10,10
1383,Warwick,8.1,143490,2594.831033,443.7702421,Fighter,#664A40,8,10,10
1384,Wukong,8.1,115291,1546.454782,623.8577213,Fighter,#664A40,8,10,10
1385,Xayah,8.1,138986,991.6464629,636.1660351,Marksman,#0D1F22,8,10,10
1386,Xerath,8.1,65109,732.8964054,801.007408,Mage,#25BAA4,8,10,10
1387,Xin Zhao,8.1,203654,2136.188654,532.7201573,Fighter,#664A40,8,10,10
1388,Yasuo,8.1,231930,1486.660309,641.5886531,Assassin,#ED2941,8,10,10
1389,Yorick,8.1,46756,1893.988276,639.6774727,Fighter,#664A40,8,10,10
1390,Zac,8.1,41646,3022.845995,394.4314842,Tank,#393663,8,10,10
1391,Zed,8.1,157966,1235.975121,722.117396,Assassin,#ED2941,8,10,10
1392,Ziggs,8.1,41408,777.0712958,814.9054712,Mage,#25BAA4,8,10,10
1393,Zilean,8.1,44437,993.363757,459.2092442,Specialist,#EB8596,8,10,10
1394,Zoe,8.1,101352,899.2191737,737.253164,Mage,#25BAA4,8,10,10
1395,Zyra,8.1,88828,750.3621586,667.5425846,Support,#FFB733,8,10,10
